epoch_s,name,response_time_ms,success
1776551240.568083,/collect,290.3,1
1776551240.575975,/collect,335.33,1
1776551241.951103,/collect,261.37,1
1776551242.178097,/collect,283.92,1
1776551243.252922,/collect,276.84,1
1776551243.535407,/collect,257.17,1
1776551244.289492,/collect,261.15,1
1776551245.007977,/collect,264.85,1
1776551245.202813,/collect,253.91,1
1776551246.378439,/collect,6979.64,1
1776551246.514163,/collect,6941.31,1
1776551254.431632,/collect,320.38,1
1776551254.535295,/collect,297.31,1
1776551255.776909,/collect,275.91,1
1776551256.011776,/collect,341.92,1
1776551256.955337,/collect,293.19,1
1776551257.157089,/collect,312.2,1
1776551258.652247,/collect,310.06,1
1776551258.740876,/collect,314.54,1
1776551260.155731,/collect,8061.93,1
1776551260.545741,/collect,7756.86,1
1776551269.124634,/collect,366.57,1
1776551269.438262,/collect,304.46,1
1776551270.455847,/collect,307.51,1
1776551270.527478,/collect,300.71,1
1776551271.961734,/collect,309.78,1
1776551272.184492,/collect,332.05,1
1776551272.939061,/collect,298.57,1
1776551273.191089,/collect,397.58,1
1776551274.144135,/collect,295.9,1
1776551274.886833,/collect,260.82,1
1776551275.729599,/collect,262.85,1
1776551276.339194,/collect,8312.83,1
1776551276.839013,/collect,8070.27,1
1776551285.620898,/collect,225.38,1
1776551285.926832,/collect,256.57,1
1776551287.483020,/collect,4118.41,1
1776551292.180408,/collect,266.78,1
1776551293.444723,/collect,261.82,1
1776551300.659026,/collect,356.1,1
1776551294.218565,/collect,7529.29,1
1776551286.639658,/collect,15381.39,1
1776551302.106564,/collect,295.63,1
1776551302.922197,/collect,306.71,1
1776551303.110975,/collect,303.6,1
1776551303.448067,/collect,291.39,1
1776551304.316522,/collect,494.25,1
1776551304.426095,/collect,497.57,1
1776551304.666911,/collect,278.8,1
1776551305.659825,/collect,396.21,1
1776551305.880470,/collect,262.49,1
1776551306.061575,/collect,418.24,1
1776551306.218573,/collect,454.28,1
1776551310.661995,/collect,2498.42,1
1776551314.306129,/collect,311.2,1
1776551306.944556,/collect,7748.7,1
1776551315.297307,/collect,355.8,1
1776551307.790561,/collect,8002.45,1
1776551307.336084,/collect,8678.4,1
1776551307.855976,/collect,8257.78,1
1776551315.626965,/collect,1083.65,1
1776551315.661065,/collect,1050.18,1
1776551316.314664,/collect,513.0,1
1776551316.664025,/collect,359.16,1
1776551316.829010,/collect,493.18,1
1776551317.132805,/collect,493.48,1
1776551317.387849,/collect,458.96,1
1776551317.572034,/collect,380.28,1
1776551317.781959,/collect,451.47,1
1776551318.087977,/collect,299.18,1
1776551318.200880,/collect,350.28,1
1776551318.749627,/collect,408.66,1
1776551318.951799,/collect,477.79,1
1776551319.047351,/collect,382.83,1
1776551319.319242,/collect,308.08,1
1776551319.225843,/collect,425.44,1
1776551319.296640,/collect,425.62,1
1776551320.089077,/collect,301.3,1
1776551320.400962,/collect,507.31,1
1776551320.954747,/collect,308.63,1
1776551320.463514,/collect,819.34,1
1776551320.662198,/collect,630.35,1
1776551320.660513,/collect,652.34,1
1776551320.754873,/collect,574.36,1
1776551321.308060,/collect,321.1,1
1776551321.707828,/collect,295.53,1
1776551321.871497,/collect,356.18,1
1776551322.180057,/collect,269.73,1
1776551322.411358,/collect,297.67,1
1776551322.800522,/collect,305.71,1
1776551322.582349,/collect,872.56,1
1776551322.705788,/collect,751.74,1
1776551322.683862,/collect,1067.2,1
1776551323.301081,/collect,580.42,1
1776551323.706151,/collect,508.02,1
1776551323.717637,/collect,592.35,1
1776551324.021096,/collect,305.47,1
1776551324.416141,/collect,309.36,1
1776551324.699069,/collect,357.04,1
1776551324.803064,/collect,502.99,1
1776551325.038826,/collect,302.52,1
1776551325.219701,/collect,334.19,1
1776551325.299547,/collect,343.03,1
1776551324.927797,/collect,766.67,1
1776551324.973046,/collect,752.09,1
1776551330.664120,/collect,2451.15,1
1776551325.662711,/collect,7576.32,1
1776551333.758110,/collect,355.3,1
1776551333.945018,/collect,365.45,1
1776551326.030906,/collect,8321.48,1
1776551326.104490,/collect,8630.89,1
1776551326.664971,/collect,8841.38,1
1776551334.816905,/collect,700.3,1
1776551326.590133,/collect,9126.26,1
1776551326.839873,/collect,8978.35,1
1776551335.231883,/collect,779.73,1
1776551326.562454,/collect,9547.52,1
1776551335.317644,/collect,816.25,1
1776551326.976105,/collect,9342.31,1
1776551335.665093,/collect,849.26,1
1776551335.914780,/collect,721.55,1
1776551340.665360,/collect,2431.12,1
1776551344.398631,/collect,297.42,1
1776551336.537848,/collect,8488.48,1
1776551336.880999,/collect,8349.2,1
1776551336.780796,/collect,8648.52,1
1776551337.051963,/collect,8757.47,1
1776551336.808382,/collect,9406.98,1
1776551337.577382,/collect,8750.98,1
1776551337.235558,/collect,9380.88,1
1776551337.094549,/collect,9532.1,1
1776551345.469851,/collect,1181.43,1
1776551337.298858,/collect,9391.99,1
1776551346.265006,/collect,584.13,1
1776551345.665794,/collect,1356.44,1
1776551337.997274,/collect,9118.26,1
1776551346.057190,/collect,1236.07,1
1776551347.130984,/collect,297.49,1
1776551346.918721,/collect,796.61,1
1776551346.819670,/collect,978.98,1
1776551347.431917,/collect,683.5,1
1776551347.914829,/collect,303.36,1
1776551348.102131,/collect,417.73,1
1776551347.887175,/collect,818.53,1
1776551347.396830,/collect,1315.57,1
1776551348.567717,/collect,640.58,1
1776551347.658843,/collect,1560.28,1
1776551348.433838,/collect,949.84,1
1776551347.994639,/collect,1395.17,1
1776551348.517684,/collect,903.59,1
1776551349.383985,/collect,434.71,1
1776551348.540417,/collect,1348.32,1
1776551348.632906,/collect,1280.3,1
1776551349.492810,/collect,516.56,1
1776551349.083481,/collect,1122.06,1
1776551349.697141,/collect,989.0,1
1776551349.680449,/collect,1006.28,1
1776551350.014842,/collect,695.96,1
1776551350.036503,/collect,746.0,1
1776551350.604672,/collect,719.39,1
1776551350.742755,/collect,647.3,1
1776551350.458257,/collect,1063.82,1
1776551350.505918,/collect,1025.95,1
1776551350.689027,/collect,923.97,1
1776551351.620419,/collect,372.64,1
1776551351.775277,/collect,642.13,1
1776551350.666919,/collect,1750.88,1
1776551351.779747,/collect,719.06,1
1776551351.942084,/collect,583.01,1
1776551350.956667,/collect,1761.25,1
1776551352.628577,/collect,302.08,1
1776551350.942136,/collect,2143.1,1
1776551352.872099,/collect,541.24,1
1776551351.426633,/collect,2155.75,1
1776551351.951534,/collect,1641.01,1
1776551352.978122,/collect,615.1,1
1776551352.642030,/collect,964.53,1
1776551353.654108,/collect,662.0,1
1776551353.567325,/collect,1036.74,1
1776551353.222981,/collect,1391.61,1
1776551352.996667,/collect,1709.54,1
1776551353.597559,/collect,1114.42,1
1776551353.785007,/collect,1133.57,1
1776551354.241312,/collect,883.66,1
1776551353.861784,/collect,1455.46,1
1776551354.943072,/collect,446.67,1
1776551353.600567,/collect,1924.52,1
1776551354.451751,/collect,1569.13,1
1776551355.581642,/collect,546.03,1
1776551354.588199,/collect,1626.96,1
1776551354.727438,/collect,1778.35,1
1776551355.634312,/collect,1250.34,1
1776551356.313694,/collect,699.05,1
1776551355.667806,/collect,1424.19,1
1776551355.860305,/collect,1247.98,1
1776551356.106451,/collect,1016.16,1
1776551355.588548,/collect,1600.3,1
1776551356.015318,/collect,1366.91,1
1776551356.374365,/collect,1120.06,1
1776551356.640371,/collect,967.15,1
1776551356.784409,/collect,1028.18,1
1776551357.564037,/collect,332.68,1
1776551357.860440,/collect,363.52,1
1776551357.249373,/collect,1076.85,1
1776551357.102365,/collect,1224.63,1
1776551357.826018,/collect,603.09,1
1776551358.064358,/collect,720.13,1
1776551358.112345,/collect,1093.65,1
1776551358.253569,/collect,1167.15,1
1776551358.716171,/collect,868.29,1
1776551358.398386,/collect,1430.66,1
1776551358.410783,/collect,1901.08,1
1776551358.490556,/collect,1828.29,1
1776551359.016752,/collect,1411.89,1
1776551359.201975,/collect,1481.67,1
1776551359.458227,/collect,1227.07,1
1776551358.937127,/collect,1852.88,1
1776551359.310532,/collect,1508.54,1
1776551359.511054,/collect,1773.31,1
1776551358.548267,/collect,2740.83,1
1776551360.047039,/collect,1368.38,1
1776551360.931034,/collect,658.26,1
1776551359.161362,/collect,2510.09,1
1776551361.139266,/collect,691.68,1
1776551359.931714,/collect,2076.76,1
1776551360.608119,/collect,1575.18,1
1776551361.900427,/collect,416.57,1
1776551360.668301,/collect,1755.94,1
1776551361.122727,/collect,1603.35,1
1776551360.831497,/collect,1951.57,1
1776551361.972189,/collect,1245.31,1
1776551361.996530,/collect,1792.48,1
1776551362.217846,/collect,1578.48,1
1776551363.228323,/collect,590.59,1
1776551362.117159,/collect,1704.97,1
1776551361.332991,/collect,2491.16,1
1776551362.261378,/collect,1626.54,1
1776551362.575780,/collect,1445.47,1
1776551362.757955,/collect,1357.68,1
1776551363.087833,/collect,1220.88,1
1776551362.138124,/collect,2345.39,1
1776551363.829400,/collect,665.67,1
1776551363.221018,/collect,1388.44,1
1776551363.920419,/collect,963.59,1
1776551364.259825,/collect,652.92,1
1776551364.452624,/collect,561.48,1
1776551364.968326,/collect,521.56,1
1776551364.199120,/collect,1409.72,1
1776551364.732383,/collect,1787.77,1
1776551365.519452,/collect,1270.53,1
1776551365.067773,/collect,1722.51,1
1776551365.133641,/collect,1773.67,1
1776551365.117770,/collect,1974.24,1
1776551365.477640,/collect,1634.71,1
1776551364.693320,/collect,2622.31,1
1776551365.561191,/collect,1770.22,1
1776551365.075841,/collect,2412.8,1
1776551364.683865,/collect,2834.92,1
1776551366.015341,/collect,1698.0,1
1776551365.969116,/collect,1749.43,1
1776551366.072186,/collect,1740.85,1
1776551364.990431,/collect,2833.36,1
1776551367.308920,/collect,599.69,1
1776551366.704220,/collect,1705.1,1
1776551367.457105,/collect,1459.88,1
1776551365.669039,/collect,3348.33,1
1776551367.398925,/collect,2009.81,1
1776551368.275827,/collect,1336.92,1
1776551367.918056,/collect,1799.75,1
1776551367.888292,/collect,1929.84,1
1776551368.677179,/collect,1343.88,1
1776551368.419284,/collect,1701.35,1
1776551368.475121,/collect,1751.59,1
1776551368.613658,/collect,1712.09,1
1776551368.459629,/collect,2052.14,1
1776551368.410823,/collect,2104.23,1
1776551368.942656,/collect,1581.68,1
1776551369.729287,/collect,796.75,1
1776551369.097995,/collect,1555.05,1
1776551368.917287,/collect,1736.75,1
1776551370.346232,/collect,316.05,1
1776551370.131043,/collect,780.61,1
1776551370.617522,/collect,394.48,1
1776551370.669134,/collect,378.62,1
1776551371.186528,/collect,364.39,1
1776551370.910243,/collect,759.87,1
1776551370.770695,/collect,933.3,1
1776551371.061363,/collect,715.79,1
1776551371.322128,/collect,508.97,1
1776551370.884691,/collect,1204.56,1
1776551371.735625,/collect,418.53,1
1776551371.437078,/collect,746.59,1
1776551371.588401,/collect,703.07,1
1776551371.645262,/collect,661.39,1
1776551371.829842,/collect,528.83,1
1776551371.214685,/collect,1201.32,1
1776551371.814018,/collect,657.75,1
1776551371.419719,/collect,1086.12,1
1776551371.110290,/collect,1475.95,1
1776551371.182994,/collect,1426.32,1
1776551372.287345,/collect,333.22,1
1776551372.357193,/collect,516.66,1
1776551372.574364,/collect,362.86,1
1776551372.469547,/collect,541.31,1
1776551372.719026,/collect,617.89,1
1776551373.114389,/collect,306.67,1
1776551373.001722,/collect,514.33,1
1776551373.482566,/collect,337.3,1
1776551373.261789,/collect,606.74,1
1776551373.248138,/collect,638.2,1
1776551373.591709,/collect,299.12,1
1776551373.252702,/collect,703.59,1
1776551373.615117,/collect,435.91,1
1776551373.279890,/collect,789.41,1
1776551373.858380,/collect,452.64,1
1776551373.612087,/collect,847.98,1
1776551374.027406,/collect,489.49,1
1776551373.732754,/collect,846.65,1
1776551373.622393,/collect,1179.83,1
1776551374.299442,/collect,510.99,1
1776551373.933399,/collect,883.97,1
1776551374.160108,/collect,805.98,1
1776551373.970819,/collect,1073.67,1
1776551374.339622,/collect,821.37,1
1776551374.621106,/collect,690.01,1
1776551374.418359,/collect,978.46,1
1776551375.145906,/collect,270.34,1
1776551375.106673,/collect,419.52,1
1776551375.177514,/collect,361.76,1
1776551375.421667,/collect,352.18,1
1776551375.254169,/collect,573.88,1
1776551375.087101,/collect,811.72,1
1776551374.917020,/collect,1193.9,1
1776551375.620594,/collect,682.46,1
1776551375.670341,/collect,700.48,1
1776551375.735921,/collect,666.9,1
1776551375.331581,/collect,1160.81,1
1776551375.646720,/collect,852.84,1
1776551376.169600,/collect,388.39,1
1776551376.245850,/collect,542.37,1
1776551376.047092,/collect,743.11,1
1776551376.223478,/collect,595.67,1
1776551375.634673,/collect,1184.71,1
1776551376.344487,/collect,619.35,1
1776551376.514159,/collect,488.89,1
1776551376.528208,/collect,560.69,1
1776551376.526776,/collect,757.31,1
1776551376.597418,/collect,878.76,1
1776551376.736181,/collect,744.33,1
1776551377.286426,/collect,330.62,1
1776551377.336788,/collect,304.03,1
1776551376.815051,/collect,956.24,1
1776551377.069257,/collect,727.85,1
1776551377.027564,/collect,823.59,1
1776551377.475050,/collect,513.15,1
1776551377.753398,/collect,480.4,1
1776551377.936961,/collect,496.21,1
1776551377.760955,/collect,693.23,1
1776551378.134537,/collect,359.26,1
1776551378.016747,/collect,508.76,1
1776551378.317512,/collect,399.92,1
1776551378.197090,/collect,708.12,1
1776551378.208714,/collect,731.11,1
1776551377.963419,/collect,998.47,1
1776551378.385165,/collect,604.88,1
1776551378.451362,/collect,637.64,1
1776551378.251404,/collect,893.47,1
1776551378.714502,/collect,670.64,1
1776551379.070640,/collect,325.67,1
1776551379.077315,/collect,482.45,1
1776551378.963259,/collect,723.0,1
1776551378.513266,/collect,1173.41,1
1776551378.196155,/collect,1508.85,1
1776551378.798260,/collect,1033.87,1
1776551378.715864,/collect,1173.71,1
1776551379.247459,/collect,643.65,1
1776551379.236504,/collect,707.77,1
1776551379.516434,/collect,628.18,1
1776551379.831100,/collect,374.55,1
1776551379.474745,/collect,834.11,1
1776551379.483247,/collect,826.36,1
1776551379.910445,/collect,471.34,1
1776551380.096639,/collect,397.72,1
1776551380.085397,/collect,499.65,1
1776551379.943029,/collect,695.18,1
1776551380.189159,/collect,661.27,1
1776551380.461286,/collect,450.32,1
1776551380.739614,/collect,277.85,1
1776551380.531833,/collect,685.66,1
1776551380.847258,/collect,508.76,1
1776551380.653631,/collect,731.17,1
1776551380.937145,/collect,653.75,1
1776551381.012077,/collect,604.1,1
1776551380.939618,/collect,721.14,1
1776551381.249038,/collect,528.85,1
1776551380.670885,/collect,1117.91,1
1776551380.839725,/collect,1049.33,1
1776551380.679585,/collect,1215.3,1
1776551380.863809,/collect,1405.26,1
1776551381.135121,/collect,1139.74,1
1776551385.671386,/collect,2496.15,1
1776551381.392190,/collect,8019.29,1
1776551381.529222,/collect,8045.01,1
1776551381.329715,/collect,8380.01,1
1776551389.395729,/collect,323.85,1
1776551381.429613,/collect,8608.3,1
1776551381.614346,/collect,8434.34,1
1776551382.803884,/collect,7272.08,1
1776551382.166612,/collect,7952.0,1
1776551381.973390,/collect,8179.66,1
1776551381.567656,/collect,8617.12,1
1776551382.012924,/collect,8273.53,1
1776551382.419430,/collect,7967.24,1
1776551382.455261,/collect,7992.0,1
1776551382.591068,/collect,8119.53,1
1776551382.699806,/collect,8140.88,1
1776551382.875773,/collect,8014.01,1
1776551390.552856,/collect,423.66,1
1776551382.801343,/collect,8210.66,1
1776551390.672646,/collect,340.2,1
1776551390.668615,/collect,462.24,1
1776551390.644514,/collect,521.09,1
1776551383.036619,/collect,8180.99,1
1776551383.116272,/collect,8178.95,1
1776551390.671475,/collect,700.39,1
1776551390.960336,/collect,516.88,1
1776551383.110318,/collect,8380.8,1
1776551390.995998,/collect,586.83,1
1776551390.776142,/collect,869.85,1
1776551390.873245,/collect,788.44,1
1776551391.192153,/collect,690.12,1
1776551392.671369,/collect,4039.71,1
1776551393.095737,/collect,3887.41,1
1776551395.672445,/collect,1374.74,1
1776551397.436087,/collect,307.3,1
1776551397.792063,/collect,303.31,1
1776551397.819053,/collect,313.09,1
1776551398.520956,/collect,354.37,1
1776551392.081027,/collect,6939.99,1
1776551398.935199,/collect,311.44,1
1776551392.288136,/collect,7121.01,1
1776551391.438360,/collect,7999.87,1
1776551391.361700,/collect,8120.55,1
1776551399.072725,/collect,705.59,1
1776551391.969495,/collect,7855.71,1
1776551391.945870,/collect,7891.2,1
1776551392.243577,/collect,7607.76,1
1776551391.484530,/collect,8409.89,1
1776551391.473987,/collect,8503.89,1
1776551391.580539,/collect,8491.58,1
1776551392.390247,/collect,7773.42,1
1776551392.118769,/collect,8171.34,1
1776551392.087502,/collect,8295.35,1
1776551392.207958,/collect,8274.21,1
1776551399.849612,/collect,659.42,1
1776551399.861878,/collect,675.79,1
1776551400.003508,/collect,547.77,1
1776551392.152358,/collect,8468.01,1
1776551400.005152,/collect,615.93,1
1776551392.333694,/collect,8376.37,1
1776551392.562660,/collect,8197.68,1
1776551392.477292,/collect,8305.73,1
1776551400.560784,/collect,317.4,1
1776551400.487510,/collect,704.69,1
1776551400.971696,/collect,302.2,1
1776551401.025332,/collect,301.93,1
1776551400.674263,/collect,683.35,1
1776551392.518982,/collect,8870.67,1
1776551401.077855,/collect,364.43,1
1776551400.447453,/collect,1018.78,1
1776551401.109505,/collect,363.3,1
1776551400.478142,/collect,1140.23,1
1776551400.673306,/collect,973.34,1
1776551401.480390,/collect,395.93,1
1776551401.406191,/collect,532.31,1
1776551401.701731,/collect,250.59,1
1776551401.637031,/collect,440.41,1
1776551401.662549,/collect,514.38,1
1776551401.563666,/collect,671.65,1
1776551401.742093,/collect,539.76,1
1776551401.990718,/collect,337.6,1
1776551401.457904,/collect,876.59,1
1776551402.099205,/collect,268.8,1
1776551401.283418,/collect,1130.77,1
1776551401.587739,/collect,907.48,1
1776551402.315381,/collect,296.38,1
1776551402.499712,/collect,274.43,1
1776551402.182406,/collect,647.95,1
1776551402.269754,/collect,657.99,1
1776551401.655346,/collect,1487.33,1
1776551402.233108,/collect,915.42,1
1776551402.668685,/collect,517.13,1
1776551402.681243,/collect,527.96,1
1776551402.698515,/collect,528.35,1
1776551401.955810,/collect,1278.83,1
1776551402.715844,/collect,563.42,1
1776551402.619200,/collect,756.83,1
1776551402.843741,/collect,630.44,1
1776551402.855087,/collect,693.05,1
1776551402.751155,/collect,806.24,1
1776551403.312730,/collect,304.4,1
1776551403.135549,/collect,617.74,1
1776551402.922852,/collect,842.89,1
1776551403.510216,/collect,296.53,1
1776551403.562721,/collect,271.54,1
1776551403.704647,/collect,249.82,1
1776551402.928138,/collect,1130.73,1
1776551403.742246,/collect,412.13,1
1776551403.405531,/collect,772.75,1
1776551403.797230,/collect,511.92,1
1776551403.832173,/collect,505.92,1
1776551403.997841,/collect,381.07,1
1776551403.899494,/collect,551.63,1
1776551404.016970,/collect,515.06,1
1776551404.373284,/collect,305.15,1
1776551404.387648,/collect,296.45,1
1776551404.095536,/collect,619.88,1
1776551404.019482,/collect,718.07,1
1776551404.548529,/collect,285.72,1
1776551404.377715,/collect,536.72,1
1776551404.410238,/collect,611.97,1
1776551404.840693,/collect,263.73,1
1776551404.483579,/collect,630.67,1
1776551404.184776,/collect,940.61,1
1776551404.883551,/collect,465.71,1
1776551404.760170,/collect,660.04,1
1776551405.268110,/collect,283.89,1
1776551405.130985,/collect,475.45,1
1776551404.358689,/collect,1250.3,1
1776551404.523183,/collect,1086.62,1
1776551405.245198,/collect,403.31,1
1776551405.423663,/collect,261.41,1
1776551404.857318,/collect,869.07,1
1776551405.359779,/collect,675.69,1
1776551405.467186,/collect,583.82,1
1776551405.673725,/collect,454.7,1
1776551405.565455,/collect,600.67,1
1776551405.748919,/collect,439.12,1
1776551405.937761,/collect,264.05,1
1776551405.545700,/collect,784.45,1
1776551405.833279,/collect,577.83,1
1776551405.808533,/collect,609.02,1
1776551405.319819,/collect,1099.52,1
1776551405.389455,/collect,1118.26,1
1776551406.021650,/collect,523.6,1
